,input,input_type,values_type,size
15965,"[29, 35, 4, 24]",<class 'list'>,<class 'int'>,4
15966,"[5, 26, 22, 40, 36, 45, 7, 27, 17, 9, 20, 7, 6]",<class 'list'>,<class 'int'>,13
15967,"[8, 34, 38, 13, 35, 48, 14, 36, 8, 37, 7, 35, 29]",<class 'list'>,<class 'int'>,13
15968,"[18, 29, 10, 16, 29, 7, 49, 11, 13, 30, 29, 43]",<class 'list'>,<class 'int'>,12
15969,"[43, 47, 27, 40, 17, 11, 23, 6]",<class 'list'>,<class 'int'>,8
15970,"[6, 27, 7, 38, 27, 45, 31, 34, 6, 34, 46]",<class 'list'>,<class 'int'>,11
15971,"[28, 47, 36, 36, 12, 7, 4]",<class 'list'>,<class 'int'>,7
15972,"[41, 34, 36, 4, 10, 21, 31]",<class 'list'>,<class 'int'>,7
15973,"[31, 44, 21, 36, 49, 46, 37]",<class 'list'>,<class 'int'>,7
15974,"[19, 9, 37, 25, 23, 3, 36, 11, 28, 42, 16, 38]",<class 'list'>,<class 'int'>,12
15975,"[30, 4, 42, 31, 23, 24, 43, 42, 25, 15, 7, 24]",<class 'list'>,<class 'int'>,12
15976,"[20, 46, 18, 32, 40, 8, 8, 49]",<class 'list'>,<class 'int'>,8
15977,"[16, 8, 3, 8, 14, 30, 9, 20, 28]",<class 'list'>,<class 'int'>,9
15978,"[7, 17, 41, 38, 19, 45, 7, 48]",<class 'list'>,<class 'int'>,8
15979,"[26, 16, 25, 32, 31, 16, 49, 19, 46]",<class 'list'>,<class 'int'>,9
15980,"[4, 27, 26, 20, 14, 11, 14, 23, 21, 28, 39]",<class 'list'>,<class 'int'>,11
15981,"[12, 24, 20, 10, 36, 27, 9, 18, 31, 17, 27, 24, 38, 29]",<class 'list'>,<class 'int'>,14
15982,"[14, 37, 11, 3, 14, 48, 29, 10, 30]",<class 'list'>,<class 'int'>,9
15983,"[14, 20, 25, 2, 34, 3, 36, 11, 21, 20]",<class 'list'>,<class 'int'>,10
15984,"[7, 16, 35, 19, 23, 39, 19, 10]",<class 'list'>,<class 'int'>,8
15985,"[44, 27, 34, 11, 7, 17, 13, 28, 26, 9, 40]",<class 'list'>,<class 'int'>,11
15986,"[32, 42, 44, 42, 22, 38, 1, 25, 11, 23, 6, 45]",<class 'list'>,<class 'int'>,12
15987,"[45, 24, 15, 45, 16, 27, 43, 32, 40, 24, 32, 38, 8]",<class 'list'>,<class 'int'>,13
15988,"[13, 10, 45, 24, 36, 28, 47, 5, 15, 16, 18]",<class 'list'>,<class 'int'>,11
15989,"[14, 34, 5, 42, 6, 1, 25, 11, 24, 34, 1, 9, 25, 31]",<class 'list'>,<class 'int'>,14
15990,"[5, 32, 43, 20, 11, 3, 45, 5, 49, 41, 40]",<class 'list'>,<class 'int'>,11
15991,"[24, 42, 9, 1, 22, 36, 27, 40, 41, 39, 18, 30, 7, 28]",<class 'list'>,<class 'int'>,14
15992,"[35, 37, 29, 12, 42, 35, 39]",<class 'list'>,<class 'int'>,7
15993,"[18, 35, 17, 10, 18, 46, 45, 42]",<class 'list'>,<class 'int'>,8
15994,"[32, 46, 35, 6]",<class 'list'>,<class 'int'>,4
15995,"[41, 36, 8, 41, 1, 29, 22, 41, 37, 20, 17, 13, 48]",<class 'list'>,<class 'int'>,13
15996,"[48, 25, 3, 6, 36, 37, 36, 2, 17, 15, 22, 42, 39, 31]",<class 'list'>,<class 'int'>,14
15997,"[21, 30, 29, 33, 49, 46]",<class 'list'>,<class 'int'>,6
15998,"[12, 30, 5, 18, 34]",<class 'list'>,<class 'int'>,5
15999,"[21, 29, 12, 34, 17, 35, 25, 19, 39, 13, 45, 25, 19, 25]",<class 'list'>,<class 'int'>,14
16000,"[36, 5, 10, 17, 20, 47, 40, 20, 22, 35, 26]",<class 'list'>,<class 'int'>,11
16001,"[16, 42, 36, 34, 46, 40, 33, 31, 5, 25, 29, 17, 16, 48]",<class 'list'>,<class 'int'>,14
16002,"[25, 4, 48, 38]",<class 'list'>,<class 'int'>,4
16003,"[29, 2, 25, 46, 25, 6, 30]",<class 'list'>,<class 'int'>,7
16004,"[28, 22, 30, 45, 45, 24, 26, 13, 12, 24, 39, 35]",<class 'list'>,<class 'int'>,12
16005,"[30, 20, 42, 45, 1, 29, 43, 17, 44, 48, 35, 27]",<class 'list'>,<class 'int'>,12
16006,"[5, 4, 4, 33, 6, 19, 37]",<class 'list'>,<class 'int'>,7
16007,"[8, 33, 32]",<class 'list'>,<class 'int'>,3
16008,"[29, 43, 34, 9, 41, 41, 40, 32, 14, 20]",<class 'list'>,<class 'int'>,10
16009,"[35, 34, 35, 27]",<class 'list'>,<class 'int'>,4
16010,"[7, 41, 12, 8, 26, 40, 13]",<class 'list'>,<class 'int'>,7
16011,"[33, 31, 15, 1, 30, 2, 34, 28, 38, 25, 30]",<class 'list'>,<class 'int'>,11
16012,"[44, 39, 48, 9, 38]",<class 'list'>,<class 'int'>,5
16013,"[4, 48, 6, 2, 4, 16, 41, 19, 28, 9, 35, 25, 6, 46]",<class 'list'>,<class 'int'>,14
16014,"[36, 32, 22, 10, 39, 18, 47, 48, 9, 38, 46]",<class 'list'>,<class 'int'>,11
16015,"[40, 13, 47, 2, 47, 27, 26, 44, 41, 49, 46]",<class 'list'>,<class 'int'>,11
16016,"[47, 6, 7, 34, 26, 38, 32, 6, 1, 25, 7, 36, 6]",<class 'list'>,<class 'int'>,13
16017,"[24, 28, 9, 22, 1, 48, 42, 33, 47, 31, 40]",<class 'list'>,<class 'int'>,11
16018,"[14, 47, 25, 20, 9, 27, 1]",<class 'list'>,<class 'int'>,7
16019,"[45, 42, 23, 28, 47, 32, 36, 18, 31, 21, 43, 19, 34]",<class 'list'>,<class 'int'>,13
16020,"[10, 34, 32, 12, 3, 9, 3, 7, 37, 34, 38, 6]",<class 'list'>,<class 'int'>,12
16021,"[21, 42, 22, 16, 14, 3, 4, 32, 18, 49]",<class 'list'>,<class 'int'>,10
16022,"[46, 21, 11]",<class 'list'>,<class 'int'>,3
16023,"[5, 2, 2, 35, 2, 8, 4, 20, 27, 20, 33, 4]",<class 'list'>,<class 'int'>,12
16024,"[43, 22, 37, 41, 2, 1]",<class 'list'>,<class 'int'>,6
16025,"[25, 14, 36, 18, 49, 45, 41, 11, 49]",<class 'list'>,<class 'int'>,9
16026,"[32, 40, 3, 1, 8, 9, 17, 27, 34, 23, 25, 15, 7]",<class 'list'>,<class 'int'>,13
16027,"[25, 32, 43, 19, 7, 30, 48, 47, 14, 26, 24, 5, 41]",<class 'list'>,<class 'int'>,13
16028,"[24, 25, 44, 1, 26, 29, 15, 5, 32, 11]",<class 'list'>,<class 'int'>,10
16029,"[17, 11, 16, 31, 31, 17, 13, 39, 40, 43, 19]",<class 'list'>,<class 'int'>,11
16030,"[38, 34, 41]",<class 'list'>,<class 'int'>,3
16031,"[46, 32, 7, 18, 49, 10, 41]",<class 'list'>,<class 'int'>,7
16032,"[48, 17, 9, 36, 21]",<class 'list'>,<class 'int'>,5
16033,"[45, 1, 30, 18, 14]",<class 'list'>,<class 'int'>,5
16034,"[23, 25, 12, 1, 30]",<class 'list'>,<class 'int'>,5
16035,"[33, 32, 19, 9, 23, 14, 43, 16, 11]",<class 'list'>,<class 'int'>,9
16036,"[34, 38, 42, 2, 31, 2]",<class 'list'>,<class 'int'>,6
16037,"[42, 19, 24, 28, 16, 37, 38, 45]",<class 'list'>,<class 'int'>,8
16038,"[5, 12, 23, 38, 31, 17, 20, 14, 25, 16, 20, 7, 19, 49]",<class 'list'>,<class 'int'>,14
16039,"[42, 9, 2, 17, 35, 40, 34]",<class 'list'>,<class 'int'>,7
16040,"[14, 3, 30, 2, 20, 30, 22, 39, 20]",<class 'list'>,<class 'int'>,9
16041,"[30, 1, 20, 12, 8, 45, 6, 27, 27, 19, 39]",<class 'list'>,<class 'int'>,11
16042,"[46, 30, 32, 22, 34, 9, 47]",<class 'list'>,<class 'int'>,7
16043,"[29, 25, 14, 27, 31]",<class 'list'>,<class 'int'>,5
16044,"[1, 10, 30, 18, 18, 38, 22, 6, 23, 43]",<class 'list'>,<class 'int'>,10
16045,"[17, 16, 41, 33, 11, 2, 21, 33]",<class 'list'>,<class 'int'>,8
16046,"[14, 4, 5, 16, 9, 14, 45, 33]",<class 'list'>,<class 'int'>,8
16047,"[12, 7, 5]",<class 'list'>,<class 'int'>,3
16048,"[19, 40, 23, 36, 10]",<class 'list'>,<class 'int'>,5
16049,"[34, 39, 38, 9, 30, 22, 2]",<class 'list'>,<class 'int'>,7
16050,"[1, 31, 4, 10, 36, 44, 11, 38, 29, 29]",<class 'list'>,<class 'int'>,10
16051,"[11, 1, 18, 6, 13, 36, 22]",<class 'list'>,<class 'int'>,7
16052,"[7, 3, 34, 46, 33, 40, 1, 21, 12, 5, 23]",<class 'list'>,<class 'int'>,11
16053,"[40, 1, 2]",<class 'list'>,<class 'int'>,3
16054,"[22, 42, 41, 24, 10, 20, 20, 25, 49, 42]",<class 'list'>,<class 'int'>,10
16055,"[20, 27, 1]",<class 'list'>,<class 'int'>,3
16056,"[9, 2, 1, 43, 4, 44]",<class 'list'>,<class 'int'>,6
16057,"[27, 27, 13, 39, 40]",<class 'list'>,<class 'int'>,5
16058,"[40, 20, 22, 21, 14, 1, 38, 47, 40, 35, 24, 36]",<class 'list'>,<class 'int'>,12
16059,"[27, 22, 36, 15, 27, 32, 22, 24, 31, 23, 32]",<class 'list'>,<class 'int'>,11
16060,"[12, 29, 22, 15]",<class 'list'>,<class 'int'>,4
16061,"[42, 8, 16, 25, 43, 24, 14, 4, 25, 20, 32, 13, 22, 3]",<class 'list'>,<class 'int'>,14
16062,"[9, 5, 28, 39, 40, 48]",<class 'list'>,<class 'int'>,6
16063,"[49, 7, 30, 31]",<class 'list'>,<class 'int'>,4
16064,"[35, 33, 37, 16, 14, 22, 32, 41]",<class 'list'>,<class 'int'>,8
16065,"[49, 24, 19, 18, 26, 19, 20, 41, 45, 18]",<class 'list'>,<class 'int'>,10
16066,"[33, 25, 25, 11, 35, 26, 2, 19, 49]",<class 'list'>,<class 'int'>,9
16067,"[10, 48, 17, 34, 37, 46, 45, 42]",<class 'list'>,<class 'int'>,8
16068,"[16, 28, 39, 49, 1, 47, 22, 31]",<class 'list'>,<class 'int'>,8
16069,"[5, 16, 12, 24, 41, 24, 42]",<class 'list'>,<class 'int'>,7
16070,"[41, 32, 35, 23, 10, 31, 3, 25, 31, 35, 46, 14]",<class 'list'>,<class 'int'>,12
16071,"[39, 46, 18, 11, 23, 6, 40, 10, 36, 4, 35, 10, 8]",<class 'list'>,<class 'int'>,13
16072,"[2, 37, 26, 21, 49]",<class 'list'>,<class 'int'>,5
16073,"[23, 28, 8, 47, 3, 35, 23, 25, 43, 39, 6, 9, 25, 22]",<class 'list'>,<class 'int'>,14
16074,"[16, 15, 2, 27, 21, 30, 2, 32, 33, 19, 22]",<class 'list'>,<class 'int'>,11
16075,"[39, 11, 6, 30, 26, 35, 35, 39, 44, 42, 9]",<class 'list'>,<class 'int'>,11
16076,"[3, 26, 31, 18, 16, 7, 19, 26, 27, 40]",<class 'list'>,<class 'int'>,10
16077,"[3, 28, 40, 46, 3, 47, 36]",<class 'list'>,<class 'int'>,7
16078,"[7, 36, 35, 30, 47, 27, 1]",<class 'list'>,<class 'int'>,7
16079,"[5, 5, 19, 49]",<class 'list'>,<class 'int'>,4
16080,"[23, 41, 48, 1, 27]",<class 'list'>,<class 'int'>,5
16081,"[34, 25, 16, 47, 34, 43, 22, 16, 42, 24, 9, 49, 36, 11]",<class 'list'>,<class 'int'>,14
16082,"[42, 41, 7]",<class 'list'>,<class 'int'>,3
16083,"[5, 24, 35, 13]",<class 'list'>,<class 'int'>,4
16084,"[27, 33, 19, 45, 38]",<class 'list'>,<class 'int'>,5
16085,"[33, 40, 1, 32, 5, 18]",<class 'list'>,<class 'int'>,6
16086,"[27, 5, 8, 19, 13]",<class 'list'>,<class 'int'>,5
16087,"[14, 45, 4, 45, 32, 45, 31, 3, 41, 40, 27, 22]",<class 'list'>,<class 'int'>,12
16088,"[40, 43, 30, 15, 21, 16, 13, 42, 46, 32, 49]",<class 'list'>,<class 'int'>,11
16089,"[36, 7, 36, 24, 16, 43, 15, 40, 3, 38, 42]",<class 'list'>,<class 'int'>,11
16090,"[31, 3, 10, 4, 39, 25]",<class 'list'>,<class 'int'>,6
16091,"[37, 49, 8]",<class 'list'>,<class 'int'>,3
16092,"[8, 7, 23, 14, 1, 20, 15, 24, 45, 44]",<class 'list'>,<class 'int'>,10
16093,"[20, 2, 16, 25, 15, 46]",<class 'list'>,<class 'int'>,6
16094,"[10, 7, 48, 5, 8, 40, 8, 49, 27, 12, 6]",<class 'list'>,<class 'int'>,11
16095,"[17, 11, 27, 31, 27, 9, 33, 42]",<class 'list'>,<class 'int'>,8
16096,"[8, 19, 20, 43, 26, 14, 6, 15, 44, 29, 25]",<class 'list'>,<class 'int'>,11
16097,"[6, 40, 43, 9, 20, 1, 38, 7, 38, 23, 26, 25, 31, 45]",<class 'list'>,<class 'int'>,14
16098,"[12, 43, 9, 17, 15, 17, 32, 9]",<class 'list'>,<class 'int'>,8
16099,"[34, 17, 31, 17, 38, 33, 44, 1, 41, 37]",<class 'list'>,<class 'int'>,10
16100,"[48, 21, 38, 33, 20, 40, 14]",<class 'list'>,<class 'int'>,7
16101,"[27, 11, 19, 28, 19, 46, 3, 36, 15, 10, 6, 1]",<class 'list'>,<class 'int'>,12
16102,"[3, 27, 40, 48, 10, 15, 19, 30, 15, 20, 42, 18, 43]",<class 'list'>,<class 'int'>,13
16103,"[49, 2, 29, 20]",<class 'list'>,<class 'int'>,4
16104,"[44, 14, 42, 36, 8, 3, 7, 25, 36, 29, 49]",<class 'list'>,<class 'int'>,11
16105,"[16, 48, 13, 25, 21, 37, 30, 45, 36, 44]",<class 'list'>,<class 'int'>,10
16106,"[13, 4, 17, 29]",<class 'list'>,<class 'int'>,4
16107,"[3, 41, 47, 46, 32, 18, 21, 18, 22, 3, 9, 48, 28]",<class 'list'>,<class 'int'>,13
16108,"[24, 12, 11, 29, 4, 32]",<class 'list'>,<class 'int'>,6
16109,"[32, 49, 49, 46, 15, 45]",<class 'list'>,<class 'int'>,6
16110,"[39, 6, 34, 3, 5, 37, 22, 48, 49]",<class 'list'>,<class 'int'>,9
16111,"[4, 3, 33, 9, 28, 10, 16, 5, 8, 41, 5, 34]",<class 'list'>,<class 'int'>,12
16112,"[17, 2, 25, 7, 44, 22, 13, 41, 29, 15]",<class 'list'>,<class 'int'>,10
16113,"[44, 17, 33, 44, 48, 18, 8, 43, 41, 29, 18, 42]",<class 'list'>,<class 'int'>,12
16114,"[38, 16, 45, 6, 49, 25, 20, 13, 38, 7]",<class 'list'>,<class 'int'>,10
16115,"[9, 11, 29, 12, 27, 14, 13, 47, 13, 48, 11, 7]",<class 'list'>,<class 'int'>,12
16116,"[45, 34, 25, 10, 11, 24, 26, 3, 42, 7, 46, 21]",<class 'list'>,<class 'int'>,12
16117,"[26, 44, 34, 1, 33]",<class 'list'>,<class 'int'>,5
16118,"[4, 42, 3, 1, 23, 5, 48, 6, 16, 49, 4, 13, 11]",<class 'list'>,<class 'int'>,13
16119,"[41, 3, 26, 32, 19]",<class 'list'>,<class 'int'>,5
16120,"[38, 7, 38, 17, 24, 2, 29, 26, 42, 36, 15, 43]",<class 'list'>,<class 'int'>,12
16121,"[25, 36, 22]",<class 'list'>,<class 'int'>,3
16122,"[11, 19, 21, 46, 5, 6, 36, 2, 37, 1, 20, 31, 28, 4]",<class 'list'>,<class 'int'>,14
16123,"[4, 12, 10, 41, 41, 46, 39, 17, 48, 13]",<class 'list'>,<class 'int'>,10
16124,"[4, 19, 15, 41, 11, 2, 27, 19, 36, 23, 19]",<class 'list'>,<class 'int'>,11
16125,"[37, 4, 17, 48, 28, 25, 6, 24, 39, 22, 8]",<class 'list'>,<class 'int'>,11
16126,"[49, 41, 49]",<class 'list'>,<class 'int'>,3
16127,"[43, 3, 47, 44, 4, 49, 47, 14, 11]",<class 'list'>,<class 'int'>,9
16128,"[16, 35, 28, 47, 1, 29, 44, 41, 9, 27, 31, 30, 30]",<class 'list'>,<class 'int'>,13
16129,"[5, 18, 43, 27, 31, 24, 44, 47, 25, 5, 3, 21, 46]",<class 'list'>,<class 'int'>,13
16130,"[8, 27, 20, 6, 16, 14, 32, 22]",<class 'list'>,<class 'int'>,8
16131,"[30, 10, 41, 47, 37, 41, 49, 2]",<class 'list'>,<class 'int'>,8
16132,"[48, 30, 29, 22, 16, 2, 1, 14]",<class 'list'>,<class 'int'>,8
16133,"[20, 2, 14]",<class 'list'>,<class 'int'>,3
16134,"[19, 26, 15, 3, 18, 8, 11, 7, 18]",<class 'list'>,<class 'int'>,9
16135,"[36, 9, 42, 2]",<class 'list'>,<class 'int'>,4
16136,"[25, 39, 45, 39, 26, 43, 11, 24, 14, 36, 40, 21, 10, 6]",<class 'list'>,<class 'int'>,14
16137,"[34, 27, 25, 49]",<class 'list'>,<class 'int'>,4
16138,"[32, 8, 9, 1, 32, 31, 43, 29]",<class 'list'>,<class 'int'>,8
16139,"[7, 30, 14, 38, 15, 19, 46, 24, 24, 12, 20, 19, 40, 41]",<class 'list'>,<class 'int'>,14
16140,"[34, 21, 38, 25, 9, 3, 4, 30, 4]",<class 'list'>,<class 'int'>,9
16141,"[40, 28, 19, 21, 20, 27, 13]",<class 'list'>,<class 'int'>,7
16142,"[11, 1, 4]",<class 'list'>,<class 'int'>,3
16143,"[33, 3, 30, 9, 3, 33, 33, 46, 8, 27, 31]",<class 'list'>,<class 'int'>,11
16144,"[25, 21, 1, 22, 12, 24, 6, 4, 38]",<class 'list'>,<class 'int'>,9
16145,"[40, 23, 28, 26, 23, 39, 34, 6, 39, 17, 39, 31, 4, 44]",<class 'list'>,<class 'int'>,14
16146,"[13, 12, 46, 1, 45, 9]",<class 'list'>,<class 'int'>,6
16147,"[9, 16, 31, 38, 48, 17, 37, 35, 38, 33, 10]",<class 'list'>,<class 'int'>,11
16148,"[14, 47, 5, 34, 11, 10, 21, 21, 7, 33, 40]",<class 'list'>,<class 'int'>,11
16149,"[4, 6, 33, 32, 18, 46, 12, 35, 14, 24, 27, 49, 31, 5]",<class 'list'>,<class 'int'>,14
16150,"[27, 48, 39]",<class 'list'>,<class 'int'>,3
16151,"[16, 19, 40, 35, 31, 14]",<class 'list'>,<class 'int'>,6
16152,"[39, 2, 1]",<class 'list'>,<class 'int'>,3
16153,"[21, 12, 4, 37, 21, 7, 14, 31, 31, 47]",<class 'list'>,<class 'int'>,10
16154,"[23, 43, 16, 26, 35, 13, 48, 16, 47, 29, 20, 5]",<class 'list'>,<class 'int'>,12
16155,"[18, 46, 42, 39, 38, 15, 5, 49, 40, 41, 21, 48, 49]",<class 'list'>,<class 'int'>,13
16156,"[25, 16, 29, 16, 22]",<class 'list'>,<class 'int'>,5
16157,"[9, 29, 13, 36, 37, 12, 5, 44, 24, 26, 24, 3]",<class 'list'>,<class 'int'>,12
16158,"[11, 44, 23, 24, 14, 16, 26, 26, 21, 49]",<class 'list'>,<class 'int'>,10
16159,"[34, 47, 17, 49, 34, 4, 15, 39, 5, 23]",<class 'list'>,<class 'int'>,10
16160,"[22, 22, 13, 19, 9, 34, 49, 33, 30, 24, 21]",<class 'list'>,<class 'int'>,11
16161,"[3, 44, 34, 41, 26]",<class 'list'>,<class 'int'>,5
16162,"[6, 41, 36, 32, 47, 14, 16, 32, 13, 48, 48]",<class 'list'>,<class 'int'>,11
16163,"[20, 31, 16, 14, 20, 2, 24, 20, 7, 18, 45, 14, 20, 18]",<class 'list'>,<class 'int'>,14
16164,"[28, 2, 1, 4, 6, 19, 19, 37, 13, 36, 34, 25, 23, 1]",<class 'list'>,<class 'int'>,14
16165,"[31, 10, 43, 42, 36, 15, 36, 41, 5, 10, 39, 49, 11, 14]",<class 'list'>,<class 'int'>,14
16166,"[22, 43, 32, 41, 14, 19, 29, 11, 10, 22, 24, 1]",<class 'list'>,<class 'int'>,12
16167,"[16, 21, 5, 15, 20, 34]",<class 'list'>,<class 'int'>,6
16168,"[21, 31, 20, 42, 34, 37]",<class 'list'>,<class 'int'>,6
16169,"[27, 25, 27, 32, 8]",<class 'list'>,<class 'int'>,5
16170,"[31, 9, 47, 6, 19, 13, 1, 28]",<class 'list'>,<class 'int'>,8
16171,"[39, 3, 15, 49, 30, 34, 26, 22, 12, 3, 22, 4, 30, 10]",<class 'list'>,<class 'int'>,14
16172,"[47, 39, 9]",<class 'list'>,<class 'int'>,3
16173,"[18, 27, 48, 33, 25, 36, 25]",<class 'list'>,<class 'int'>,7
16174,"[37, 37, 27, 41, 4, 47, 26]",<class 'list'>,<class 'int'>,7
16175,"[45, 40, 7, 46, 44, 3, 35, 10, 10, 38]",<class 'list'>,<class 'int'>,10
16176,"[46, 27, 6, 27, 47, 45, 21, 20]",<class 'list'>,<class 'int'>,8
16177,"[26, 40, 24, 12, 49]",<class 'list'>,<class 'int'>,5
16178,"[32, 33, 36, 21]",<class 'list'>,<class 'int'>,4
16179,"[26, 18, 12, 37, 21, 1, 40, 9, 22]",<class 'list'>,<class 'int'>,9
16180,"[18, 11, 7, 14, 29, 20, 48, 9, 45, 6, 19, 25, 35]",<class 'list'>,<class 'int'>,13
16181,"[32, 6, 22, 43, 19, 8]",<class 'list'>,<class 'int'>,6
16182,"[2, 40, 5, 42, 8, 16, 18, 48, 46, 3, 46, 14, 39]",<class 'list'>,<class 'int'>,13
16183,"[42, 10, 40, 27, 3, 28, 21, 24, 39, 21]",<class 'list'>,<class 'int'>,10
16184,"[40, 46, 15, 14, 11, 11]",<class 'list'>,<class 'int'>,6
16185,"[17, 41, 44, 33]",<class 'list'>,<class 'int'>,4
16186,"[38, 31, 22, 21, 14, 11, 35, 19, 6, 31, 25, 37, 40, 2]",<class 'list'>,<class 'int'>,14
16187,"[32, 16, 36, 24, 31, 10, 42, 42, 23]",<class 'list'>,<class 'int'>,9
16188,"[44, 14, 16, 47]",<class 'list'>,<class 'int'>,4
16189,"[8, 10, 39, 8, 13, 15, 44, 32, 4]",<class 'list'>,<class 'int'>,9
16190,"[42, 31, 34, 42, 43, 14]",<class 'list'>,<class 'int'>,6
16191,"[22, 9, 24, 5, 46]",<class 'list'>,<class 'int'>,5
16192,"[34, 46, 34, 39, 48, 14, 17]",<class 'list'>,<class 'int'>,7
16193,"[34, 24, 21, 4, 40, 28]",<class 'list'>,<class 'int'>,6
16194,"[6, 35, 37, 9, 13, 21, 17, 6, 13, 21]",<class 'list'>,<class 'int'>,10
16195,"[12, 16, 46, 4]",<class 'list'>,<class 'int'>,4
16196,"[3, 36, 19, 14, 17]",<class 'list'>,<class 'int'>,5
16197,"[26, 17, 28, 47, 32, 46, 46, 11]",<class 'list'>,<class 'int'>,8
16198,"[30, 47, 34, 24, 4, 19, 43, 8, 28, 39]",<class 'list'>,<class 'int'>,10
16199,"[48, 24, 37, 20, 7, 31, 14, 48]",<class 'list'>,<class 'int'>,8
16200,"[1, 3, 38, 33, 28, 29, 5, 43, 11, 31, 4, 20, 29]",<class 'list'>,<class 'int'>,13
16201,"[9, 25, 5, 3, 7]",<class 'list'>,<class 'int'>,5
16202,"[41, 42, 38, 32, 28, 9, 41, 15, 9]",<class 'list'>,<class 'int'>,9
16203,"[1, 6, 41, 30, 4, 46]",<class 'list'>,<class 'int'>,6
16204,"[21, 38, 35, 32, 15, 41, 30, 10, 5, 28, 17, 13, 37, 26]",<class 'list'>,<class 'int'>,14
16205,"[49, 32, 35, 43, 21, 15, 28, 2, 48, 12]",<class 'list'>,<class 'int'>,10
16206,"[3, 21, 36, 36, 3, 4, 6, 25, 43, 14, 10, 41, 15, 29]",<class 'list'>,<class 'int'>,14
16207,"[27, 21, 6, 33, 16, 25, 17, 46, 12, 41, 24]",<class 'list'>,<class 'int'>,11
16208,"[34, 21, 16, 21, 21, 35, 27, 7, 28, 24, 3, 36]",<class 'list'>,<class 'int'>,12
16209,"[19, 47, 26, 33, 23, 15, 14, 24, 36, 45, 19, 34, 29]",<class 'list'>,<class 'int'>,13
16210,"[47, 18, 10, 20, 36, 36, 18, 34, 26, 8, 37, 26]",<class 'list'>,<class 'int'>,12
16211,"[25, 46, 17]",<class 'list'>,<class 'int'>,3
16212,"[7, 36, 35, 8, 32, 14, 2, 15, 39, 20, 27, 7, 39]",<class 'list'>,<class 'int'>,13
16213,"[31, 23, 42]",<class 'list'>,<class 'int'>,3
16214,"[6, 33, 4, 27, 45, 15, 30, 27]",<class 'list'>,<class 'int'>,8
16215,"[38, 48, 11, 27, 46, 32, 30, 9]",<class 'list'>,<class 'int'>,8
16216,"[30, 49, 1, 19, 36, 14, 4, 24, 43]",<class 'list'>,<class 'int'>,9
16217,"[3, 49, 24, 10, 46, 3, 44, 16, 41, 19, 3, 22, 19, 24]",<class 'list'>,<class 'int'>,14
16218,"[39, 46, 10, 15, 21, 9, 25, 48]",<class 'list'>,<class 'int'>,8
16219,"[12, 9, 5, 3, 3, 25]",<class 'list'>,<class 'int'>,6
16220,"[29, 10, 31, 42, 24, 41, 8, 48, 38, 24]",<class 'list'>,<class 'int'>,10
16221,"[45, 24, 23, 8, 12, 14, 21, 2, 15, 26, 28, 16]",<class 'list'>,<class 'int'>,12
16222,"[36, 39, 32, 5, 41, 5, 29, 13, 43, 47]",<class 'list'>,<class 'int'>,10
16223,"[29, 2, 30, 3, 48, 25, 24, 6, 33]",<class 'list'>,<class 'int'>,9
16224,"[7, 32, 40, 38, 22]",<class 'list'>,<class 'int'>,5
16225,"[25, 23, 13, 42, 20, 18, 41, 16, 38, 11, 31]",<class 'list'>,<class 'int'>,11
16226,"[5, 26, 23, 14, 34, 33, 10, 15, 32]",<class 'list'>,<class 'int'>,9
16227,"[6, 25, 37, 44, 40, 14, 46, 38, 3, 45]",<class 'list'>,<class 'int'>,10
16228,"[49, 18, 43, 21, 40, 26, 49, 2, 30]",<class 'list'>,<class 'int'>,9
16229,"[16, 33, 11, 13]",<class 'list'>,<class 'int'>,4
16230,"[8, 9, 35, 14, 35, 36]",<class 'list'>,<class 'int'>,6
16231,"[16, 24, 27]",<class 'list'>,<class 'int'>,3
16232,"[19, 32, 41, 10, 22, 31, 40, 5, 37, 25, 43]",<class 'list'>,<class 'int'>,11
16233,"[8, 14, 1, 4, 19, 7, 1, 21, 12, 30, 48, 45, 9]",<class 'list'>,<class 'int'>,13
16234,"[22, 4, 49, 43, 41, 11, 1, 25, 46, 45]",<class 'list'>,<class 'int'>,10
16235,"[25, 5, 11, 16, 41, 37, 19, 28, 19, 32, 11]",<class 'list'>,<class 'int'>,11
16236,"[41, 14, 23]",<class 'list'>,<class 'int'>,3
16237,"[43, 26, 15, 35, 21, 42, 41]",<class 'list'>,<class 'int'>,7
16238,"[49, 41, 16, 36, 31, 26]",<class 'list'>,<class 'int'>,6
16239,"[14, 31, 48, 6, 3, 39, 15, 42, 39, 1]",<class 'list'>,<class 'int'>,10
16240,"[6, 36, 39, 36, 1, 30]",<class 'list'>,<class 'int'>,6
16241,"[13, 17, 16, 17, 30, 21, 25, 23, 17, 37, 23, 33, 26, 23]",<class 'list'>,<class 'int'>,14
16242,"[20, 15, 8, 16, 40, 46, 45, 33]",<class 'list'>,<class 'int'>,8
16243,"[3, 37, 32, 26, 29, 2, 18]",<class 'list'>,<class 'int'>,7
16244,"[20, 12, 1, 41, 47, 20, 43, 13, 46]",<class 'list'>,<class 'int'>,9
16245,"[20, 33, 3, 38, 34, 24, 43, 42, 13, 17, 31, 42]",<class 'list'>,<class 'int'>,12
16246,"[3, 47, 11]",<class 'list'>,<class 'int'>,3
16247,"[36, 12, 39, 30, 18, 10, 27, 27]",<class 'list'>,<class 'int'>,8
