,output_testInput,output_MR1,output_MR2,output_MR3,output_MR4,output_MR5,output_MR6,MR1_checker,MR3_checker,MR4_checker,MR5_checker,MR6_checker
2038,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2039,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2040,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2041,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2042,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2043,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2044,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2045,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2046,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2047,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2048,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2049,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2050,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2051,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2052,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2053,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2054,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2055,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2056,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2057,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2058,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2059,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2060,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2061,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2062,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2063,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2064,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2065,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2066,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2067,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2068,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2069,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2070,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2071,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2072,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2073,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2074,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2075,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2076,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2077,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2078,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2079,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2080,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2081,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2082,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2083,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2084,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2085,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2086,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2087,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2088,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2089,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2090,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2091,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2092,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2093,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2094,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2095,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2096,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2097,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2098,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2099,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2100,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2101,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2102,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2103,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2104,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2105,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2106,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2107,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2108,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2109,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2110,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2111,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2112,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2113,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2114,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2115,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2116,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2117,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2118,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2119,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2120,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2121,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2122,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2123,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2124,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2125,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2126,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2127,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2128,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2129,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2130,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2131,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2132,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2133,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2134,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2135,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2136,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2137,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2138,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2139,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2140,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2141,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2142,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2143,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2144,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2145,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2146,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2147,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2148,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2149,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2150,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2151,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2152,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2153,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2154,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2155,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2156,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2157,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2158,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2159,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2160,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2161,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2162,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2163,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2164,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2165,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2166,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2167,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2168,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2169,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2170,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2171,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2172,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2173,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2174,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2175,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2176,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2177,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2178,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2179,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2180,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2181,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2182,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2183,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2184,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2185,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2186,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2187,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2188,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2189,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2190,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2191,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2192,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2193,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2194,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2195,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2196,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2197,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2198,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2199,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2200,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2201,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2202,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2203,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2204,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2205,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2206,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2207,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2208,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2209,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2210,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2211,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2212,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2213,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2214,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2215,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2216,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2217,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2218,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2219,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2220,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2221,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2222,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2223,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2224,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2225,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2226,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2227,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2228,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2229,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2230,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2231,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2232,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2233,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2234,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2235,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2236,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2237,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2238,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2239,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2240,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2241,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2242,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2243,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2244,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2245,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2246,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2247,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2248,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2249,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2250,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2251,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2252,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2253,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2254,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2255,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2256,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2257,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2258,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2259,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2260,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2261,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2262,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2263,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2264,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2265,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2266,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2267,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2268,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2269,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2270,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2271,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2272,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2273,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2274,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2275,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2276,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2277,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2278,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2279,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2280,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2281,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2282,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2283,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2284,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2285,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2286,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2287,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2288,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2289,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2290,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2291,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2292,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2293,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2294,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2295,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2296,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2297,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2298,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2299,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2300,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2301,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2302,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2303,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2304,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2305,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2306,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2307,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2308,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2309,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2310,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2311,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2312,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2313,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2314,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2315,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2316,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2317,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2318,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2319,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2320,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2321,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2322,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2323,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2324,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2325,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2326,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2327,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2328,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2329,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2330,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2331,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2332,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2333,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2334,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2335,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2336,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2337,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2338,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2339,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2340,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2341,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2342,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2343,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2344,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2345,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2346,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2347,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2348,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2349,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2350,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2351,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2352,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2353,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2354,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2355,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2356,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2357,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2358,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2359,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2360,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2361,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2362,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2363,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2364,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2365,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2366,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2367,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
2368,1,1,1,1,1,1,1,No-violated,No-violated,No-violated,No-violated,No-violated
